	R10	R11	R12	R1	R2	R3
Ndrg2	117	102	120	130	119	119
Mettl17	101	122	139	166	104	114
Arhgef40	1179	1305	1426	1919	1317	1457
Pnpla6	515	489	601	630	548	614
Mcoln1	458	436	476	651	429	444
Arhgef18	945	1201	1248	1057	1167	1182
Pkn2	2225	2734	2751	2701	2464	2600
Cd33	10	13	17	22	14	13
Etfb	28	14	31	59	64	57
Nkg7	1	0	0	0	0	0
Stxbp2	1740	1749	1900	2454	1860	1854
Pcp2	0	1	1	0	0	0
Sgce	0	0	0	0	1	1
Chn2	18	31	33	41	19	23
Wwox	176	179	185	307	173	190
Slbp	1305	1423	1764	770	1674	1610
Tyr	0	0	0	0	0	0
Ghrhr	0	0	0	0	0	0
Aqp1	714	493	527	352	412	435
Arid3b	35	29	34	49	25	28
Cnn2	3922	3492	4308	3691	4108	4302
Polr2e	1753	1459	1906	1995	1821	1778
Abca13	0	0	0	0	0	0
Myo9b	1791	2282	2245	2607	2056	2230
Hdac9	0	0	0	1	0	1
Ly9	92	90	93	82	91	100
Cd244a	0	0	0	0	0	0
Adgre1	0	0	0	2	1	1
Mtfp1	21	25	25	33	16	31
Rab23	260	360	337	352	366	326
Rab11a	1340	1153	1431	1293	1284	1371
Eif2b2	578	572	740	761	662	659
Dlst	2225	2441	2756	2691	2556	2770
Pgf	102	76	93	248	108	88
Ulk2	633	834	862	834	795	852
Ccl24	0	0	0	0	0	0
Dgkq	114	122	127	195	116	124
Tmed11	0	0	0	0	0	0
Grap	82	89	115	152	96	114
Pou1f1	0	0	0	0	0	0
Chmp2b	1528	1393	1654	1811	1429	1474
Plod3	1097	1131	1356	1685	1302	1342
Ap1s1	1167	1209	1626	1153	1361	1561
Mapk13	1175	997	1236	1529	1074	1181
Srpk1	1499	1777	1870	1990	1719	1847
Pax3	0	0	1	0	0	0
Lbr	2152	2122	2399	2199	2323	2476
Crabp2	85	59	73	21	86	85
Nes	2066	2530	2842	1728	2906	2813
Bcan	2	1	1	0	0	0
Hapln2	0	0	0	1	0	0
Prcc	1123	1241	1404	1150	1249	1235
Rrnad1	135	149	172	180	111	139
Hdgf	6363	7119	8713	8068	8155	8219
Slc25a18	2	5	1	4	3	4
Thop1	800	982	1324	992	1182	1232
Apba3	490	462	614	690	516	551
Matk	1	3	2	2	4	1
Pias4	576	592	721	823	720	657
Map2k1	1948	1702	2126	1774	2010	2049
Sgta	1407	1483	1682	1628	1601	1523
Nmrk2	0	0	0	0	0	0
Tmem242	603	530	713	672	678	706
Dtx2	257	277	345	364	330	336
Zp3	1	0	0	0	0	0
Hspb1	183	169	226	139	227	227
Rasa4	846	715	764	1357	738	771
Syt5	0	0	0	0	0	0
Hnrnpa2b1	9143	9337	12248	6721	11313	11854
Fxyd4	1	2	2	2	0	2
Ccdc130	98	117	121	176	121	122
Mri1	418	338	434	574	404	434
Prkacb	1549	1829	1876	2280	1816	1842
Sgsh	165	193	198	397	206	206
Chd5	24	19	12	73	30	20
Cstb	1419	1101	1365	1625	1352	1317
Sh2b2	143	151	166	264	157	176
Pex5	730	635	789	900	731	803
Jkamp	365	370	396	571	405	423
Cd44	4317	4027	4360	7068	4204	4083
Slc1a2	0	0	1	4	0	0
Eif2ak4	552	730	708	621	590	650
Wdr1	4401	4647	5371	4946	5189	5066
Slc2a9	123	126	152	346	146	118
Ccn4	526	689	656	329	597	569
Ndrg1	6441	6062	7637	8174	7667	7206
4930550C14Rik	2	0	1	1	3	1
Man2b1	1130	1183	1342	1643	1214	1276
Klf5	1251	1627	1711	2430	1616	1605
Wdr83	212	232	295	335	260	272
Prdx2	4902	4188	5415	4605	5328	5210
Polr2a	2321	4049	3663	4250	3693	3945
Shbg	0	0	0	0	0	0
Senp3	1172	1214	1428	1434	1351	1337
Corin	2	1	3	1	2	1
Plekha8	191	293	288	323	276	296
G6pc2	0	0	0	0	0	0
Spc25	484	488	597	360	499	537
Dnah2	5	4	1	10	1	3
Ripk4	1193	1090	1280	1130	1244	1209
Ufd1	481	418	556	623	449	496
Zfp287	0	0	0	0	0	0
Prlr	0	0	0	1	0	0
Letm1	480	667	784	838	765	778
Ubqln1	2922	3628	4036	3025	3467	3610
Fgfr4	0	0	0	0	0	0
Cadm3	0	0	0	0	0	0
Fcer1a	0	0	0	0	0	0
Txn2	703	653	886	947	814	776
Casp14	0	0	0	0	0	0
Slc1a6	0	0	0	0	0	0
Slc1a3	0	0	0	0	0	0
Crbn	452	402	470	505	423	451
Il5ra	0	0	0	0	0	0
Msh6	2267	2597	2775	2383	2748	2813
Fbxo11	1052	1318	1346	1836	1281	1367
Mlxipl	7	4	5	11	1	6
Tbl2	582	650	823	891	749	781
Bud23	356	403	522	466	416	448
Nid1	68	87	81	165	82	84
Mcm5	2929	3157	4154	2671	3880	3984
Hmox1	189	296	368	480	299	306
Mprip	4839	6363	6900	6610	6341	6693
Cic	1817	2536	2484	2636	2368	2547
Pafah1b3	729	626	809	836	828	918
Il27ra	60	58	85	64	68	84
Prkaca	1976	2131	2454	2383	2368	2405
Asf1b	812	858	1050	747	960	975
Myl10	0	0	0	0	0	1
Ddx39a	1488	1613	2156	1276	2006	2132
Dnajb1	747	688	926	679	740	811
Msh4	0	0	0	0	1	0
Usp40	380	529	525	497	441	550
Evx1	0	0	0	0	0	0
Kbtbd4	92	111	148	108	135	115
Celf1	1836	2349	2552	2445	2243	2519
Ndufs3	664	559	817	680	842	878
Por	2976	2630	3012	4122	2877	2973
Igf1r	1326	1804	1669	1846	1547	1645
Insr	1604	1805	1595	2180	1639	1746
Fcer2a	1	1	1	1	2	2
Cyp2a5	0	0	0	0	0	0
Atp4a	0	0	0	0	0	0
Trim28	3988	4743	5432	4692	5267	5475
Ube2m	967	1171	1398	1387	1228	1254
Adcy9	42	54	36	60	59	53
Mef2c	95	111	121	47	100	81
Ctr9	975	1185	1228	1140	1113	1139
Eif4g2	6740	8384	9662	9098	8990	9543
Irag1	6	4	3	10	6	3
Pcyt1a	488	531	605	629	503	554
Zfp592	349	468	489	524	424	447
Psmd4	1969	1794	2252	2116	2161	2215
Tmod4	5	3	7	12	2	7
Insrr	1	1	0	0	0	0
Cabp5	0	0	0	1	0	0
Snx6	1850	2011	2162	2062	2134	2066
Mthfd2	703	715	896	2095	941	898
Kit	0	0	0	0	0	0
Tomm40l	145	101	165	129	139	159
Nr1i3	0	0	0	0	0	0
Apoa2	0	0	0	0	0	0
Pan2	574	662	677	670	597	681
Cs	5171	6208	7177	6169	6339	6522
Ampd3	934	1259	1225	1257	1169	1150
Bcas2	1001	960	1254	1044	1173	1262
Sh2d1a	0	0	0	0	0	0
Ctcf	1268	1662	1741	1691	1630	1641
Pard6a	109	120	132	182	127	115
Agrp	0	3	2	1	5	6
Pvalb	0	0	0	0	0	0
Tfap4	237	256	316	380	315	321
Ranbp1	606	719	972	828	980	989
Cd247	0	0	0	0	0	0
Rfx5	282	322	317	353	275	283
Psmb4	2258	1861	2635	2322	2777	2746
Mmp8	1	0	0	0	0	0
Slc30a4	2028	2072	2226	3747	2002	2039
Sqor	258	233	280	281	241	272
Bloc1s6	743	710	847	981	787	801
Metap1	1294	1408	1571	1559	1421	1464
Gpr108	693	680	714	1195	660	667
Tnfsf14	0	0	0	0	0	0
Gata6	1	1	0	0	0	1
Rsl1d1	1910	2154	2495	2724	2369	2374
Cnga2	0	0	0	0	0	0
Apc	659	1197	1081	1322	977	1075
Reep5	1586	1519	1822	1974	1676	1741
Ergic3	1165	971	1146	1469	1161	1128
Uqcc1	333	335	420	366	383	423
Spo11	9	21	14	8	16	16
Ncoa2	666	903	836	1072	840	856
Prl4a1	0	0	0	0	0	0
Trh	0	0	0	0	0	0
Nr2c2	299	463	443	520	414	421
Nr2c1	538	602	572	752	559	591
Smpd4	361	491	506	419	458	485
Pex1	215	253	255	229	224	203
Otx1	187	201	198	168	169	207
Kctd20	1085	1109	1331	1287	1263	1320
Itgae	3	6	5	8	6	6
Ctns	212	217	203	552	164	190
P2rx5	10	6	8	9	9	5
Shpk	49	21	20	175	28	26
Trpv1	0	0	0	0	0	0
Ephb3	329	287	316	405	308	294
Tuft1	398	369	432	367	385	460
Rcn1	1752	1889	2230	1753	2008	2064
Dnase1	6	14	14	15	15	15
Trap1	1723	1993	2232	2433	2095	2075
Naa60	249	329	368	397	282	307
1700037C18Rik	10	9	16	36	12	12
Ankrd13d	185	161	177	157	156	156
Tyrp1	0	0	0	0	0	0
Tpr	3142	4734	4471	4278	4049	4201
Pdc	0	0	0	0	0	0
Odr4	343	375	419	596	428	395
Prg4	0	0	1	1	2	1
Dhx34	297	349	362	407	375	382
Kptn	106	96	121	117	123	132
Napa	905	913	1050	1175	981	924
Sra1	548	448	592	554	605	591
Calcoco2	2	2	2	0	0	1
Atp5g1	626	593	807	733	711	776
Snf8	334	386	477	428	475	448
Tbcb	322	330	437	333	376	415
Inpp5k	535	458	523	575	447	483
Crkl	741	959	916	1290	890	981
Upk3bl	120	87	70	65	70	81
Eps8l1	10	5	6	16	5	1
Clint1	1980	2180	2342	2289	2141	2223
Prss16	118	90	129	133	105	117
Cdkal1	151	164	191	180	154	167
Rhox6	0	0	0	0	0	0
Cdcp3	0	0	1	1	0	0
Htra1	5705	5409	6485	5376	6428	6144
Zbtb17	446	445	475	530	433	399
Clcnkb	0	0	0	1	0	2
Fam131c	84	70	92	109	89	84
Fblim1	1543	1572	1653	1837	1583	1581
Hspb7	23	11	26	15	4	7
Epor	11	16	13	31	10	15
Ccdc159	43	34	31	69	44	39
Mob1b	791	1010	988	1161	993	974
Atp6v1b1	1	1	2	6	1	0
Vax1	0	0	0	0	0	0
Atp6v1b2	1407	1356	1568	2314	1532	1559
Eps15l1	929	1129	1157	1173	1092	1097
Tep1	683	992	903	1294	874	866
Ttc5	540	457	555	801	527	554
Osgep	530	503	654	608	647	637
Aamp	1153	949	1398	1367	1283	1306
Tmbim1	1247	1007	1290	1445	1130	1195
Arpc2	3262	3390	3723	5107	3686	3573
Kmt2b	683	857	810	913	756	849
Zbtb32	12	15	10	14	9	18
Etv2	0	0	0	0	0	0
Upk1a	7	5	7	11	9	6
Tmem147	285	200	370	385	358	336
Rps9	9985	7712	9978	10592	10164	10160
Tfpt	117	92	126	124	116	112
Susd2	8	15	7	0	14	11
Ggt5	1	0	0	0	0	0
Ggt1	0	1	0	1	1	0
Crip2	211	194	201	262	189	195
Crip1	690	480	696	566	864	935
Cbfa2t3	1	5	2	5	4	6
Fbln1	24	10	31	25	17	21
Pgrmc1	1167	997	1275	1217	1221	1319
Tek	1	0	0	0	1	0
Mpl	0	0	0	0	0	0
Elovl1	384	411	473	615	445	473
Med8	220	270	324	389	317	325
Hyi	219	142	225	263	181	222
Cdc20	2450	2682	3422	1982	3210	3255
Adamts4	216	230	243	324	232	292
Nectin4	69	30	56	19	43	54
Pfdn2	626	439	665	563	657	677
Rnf114	1291	1058	1306	1614	1175	1248
C330007P06Rik	446	451	527	668	477	502
Neurl1a	130	142	165	148	164	149
Srm	431	619	757	740	746	810
Epha2	3006	3097	3530	6333	3564	3565
Rbm14	593	928	986	429	947	926
Actn3	1	1	3	0	3	1
A530013C23Rik	5	4	7	6	5	2
Zdhhc24	90	124	131	106	126	150
Bbs1	50	69	66	73	70	71
Slc34a3	0	0	0	0	0	0
Ndor1	38	53	45	76	48	53
Nsmf	466	461	495	586	432	421
Prl7a1	2	3	2	2	4	3
Prl8a9	1	0	1	0	0	0
Pdk1	779	918	1016	948	1002	943
Ptbp1	4087	5819	6450	5102	5891	6082
Mvd	335	319	455	288	391	417
Cyba	1380	1022	1322	1323	1351	1378
Itih3	0	0	0	0	0	0
Stimate	312	355	406	502	354	407
Sfmbt1	152	177	167	231	192	209
Itih1	0	0	0	0	0	1
Ihh	0	0	0	1	1	0
Prkag3	2	3	3	1	3	4
Cryba2	0	0	0	0	0	0
Atp7b	7	13	13	34	14	15
Defb2	0	0	0	0	0	0
Slc4a1	2	0	0	0	0	0
Rundc3a	26	42	47	25	28	31
Slc4a3	14	20	21	37	30	25
Cdt1	2257	2554	2770	3198	2769	2811
Runx1t1	0	0	0	0	0	0
Snai3	23	20	21	37	18	25
Aprt	1840	1519	2245	2314	2316	2407
Gtf2h1	608	713	808	900	709	724
Hfe	111	94	133	127	121	127
Abhd1	19	3	9	14	11	9
Slc5a6	119	115	154	135	137	136
Tcf23	0	0	0	0	0	0
Nphs1	0	0	0	0	0	0
Aplp1	37	39	39	11	32	40
Qrich1	1273	1659	1826	1664	1655	1649
P4htm	2	6	5	4	5	4
Usp19	2092	2254	2437	2495	2314	2420
Pola1	915	1197	1341	1051	1237	1188
Cdc42	3858	3931	4743	4201	4463	4547
Pknox1	295	430	462	531	462	502
D130043K22Rik	0	5	1	0	0	0
Gmnn	557	570	709	474	717	719
Acot13	488	394	418	473	437	455
Zfp184	60	63	66	85	59	55
Cyp27b1	7	10	7	32	10	8
Cdk4	3691	3512	4563	4760	4426	4552
B4galnt1	709	738	769	1018	766	742
Mettl1	200	177	217	568	210	235
Tspan31	922	859	1001	954	910	924
Kif5b	2395	3145	3225	3355	3083	3175
Saal1	393	380	493	340	485	464
Tph2	5	7	4	17	3	6
Krt23	0	0	0	4	0	0
Cnp	550	603	675	797	684	712
Odad4	14	11	11	23	11	10
Sulf2	80	94	97	383	100	101
Sod2	826	826	1070	1035	941	971
Tmco6	285	249	284	235	301	293
Stambp	286	345	343	312	321	317
Ezh1	621	659	737	840	637	702
Hap1	533	595	597	569	544	544
P3h4	87	50	60	58	53	70
Ctnnb1	7626	7801	9285	11492	8902	9079
Eif1b	325	309	407	408	412	411
Klk4	0	0	0	0	0	0
Chrd	8	11	9	9	8	10
Psmd2	3957	4852	6010	5122	5772	5913
Syngr3	113	104	122	127	95	105
Vars	9674	10825	12269	12754	11997	12586
Vwa7	107	91	101	88	81	96
Hspa1l	4	1	3	7	2	6
Slc44a4	8	2	1	9	5	2
Msh5	68	47	73	99	69	57
Abhd16a	304	320	390	498	339	362
Neu1	415	257	309	657	300	313
Ddah2	1881	1495	1963	1755	1992	1939
Clic1	5592	5234	6607	6947	6277	6382
Lsm2	554	575	775	550	753	719
Pole	1334	1972	1885	1494	1809	1750
Atp1a2	6	5	7	2	1	4
Atp1a4	0	0	0	0	0	0
Casq1	1	0	3	1	1	1
Stx1a	122	128	153	192	132	141
Ceacam9	0	0	0	0	0	0
Zfp775	114	123	135	131	132	120
Scube2	0	0	0	0	1	0
Mrpl49	516	473	614	432	589	577
Dennd2c	105	140	134	143	118	137
Mark3	1162	1304	1493	1681	1329	1398
Gatad1	1321	1366	1704	1994	1666	1758
Pcdha11	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0
M6pr	1116	1058	1265	1447	1109	1201
Lrrc8a	42	64	61	122	78	54
Mc5r	1	0	0	1	0	0
Ppp2r1a	4115	4535	5616	5021	5293	5422
Fance	436	412	536	607	465	525
Tinf2	473	467	503	665	481	544
Tssk4	1	0	3	5	3	0
Hapln4	6	5	5	12	5	7
Dus3l	545	580	668	702	661	657
Gtpbp3	745	523	708	1044	619	715
Tgfbr1	754	892	914	1517	815	886
Homer1	475	632	636	667	600	659
Rad51c	253	255	348	348	286	275
Gabrb2	0	0	0	0	0	0
Cav1	1099	1206	1251	539	1216	1159
Arpp19	805	784	974	1115	1016	1077
Bcl2l1	1230	1249	1522	2458	1412	1456
Khsrp	4043	4924	5519	4725	4976	5214
Dio2	8	5	1	118	5	4
Ccdc124	550	567	795	632	806	785
Cct4	6971	6373	7874	8594	7680	7814
0610009B22Rik	198	169	218	186	214	214
Cpt1c	62	67	84	61	73	63
Twist2	2	0	6	11	0	2
Zfp655	384	380	440	568	368	444
Rhoa	5300	5395	6203	6098	5598	5482
Zmiz1	1927	2613	2253	3418	2246	2396
Ankrd26	290	430	396	333	366	392
Aldh16a1	195	204	273	219	295	272
Hnrnpa0	2824	3066	3863	4226	4094	4450
Prrg2	171	126	188	238	142	169
Hnrnph1	2833	4186	4763	4234	4333	4613
Ift43	409	417	479	351	444	439
Id3	602	534	826	701	762	701
Tcap	8	5	5	8	4	2
Arid1a	1209	1992	1801	2066	1753	1921
Crlf1	213	143	145	210	153	143
Ctsd	2047	1633	1933	2786	1842	1818
Rplp1	7361	5843	7637	8541	8770	9132
Cabs1	0	0	0	0	0	0
Hmgcll1	1	0	0	3	1	0
Ttc9b	0	0	0	0	0	0
Phox2a	0	2	0	0	0	0
Abhd8	1543	1238	1630	1286	1459	1536
Ift22	164	150	188	170	177	186
Fzd3	102	187	171	179	162	190
1700008O03Rik	2	0	1	1	0	0
Mid1ip1	529	476	599	636	598	586
Ap2s1	734	712	890	719	833	851
Fgfrl1	625	646	715	606	644	719
Brme1	53	48	64	51	46	59
Fhl2	1234	825	970	1164	868	940
Emc10	1056	1059	1345	1376	1373	1349
Clstn3	2	1	2	3	3	0
Fbxw9	121	120	155	208	180	162
Spib	4	4	4	2	7	5
Fnbp4	989	1339	1321	985	1044	1171
Cers4	0	0	1	0	0	1
Scrn3	75	75	96	122	81	100
Phax	539	523	619	758	597	544
Tle1	481	471	485	576	428	473
1700109H08Rik	17	14	17	23	10	15
Relt	67	60	92	73	87	86
Snrpb2	608	735	821	694	764	727
Ubc	689	881	786	771	738	728
Prpf31	426	502	639	483	608	593
Sertad1	165	156	252	170	182	207
Carhsp1	2159	2011	2448	3108	2282	2325
Elk3	1940	2110	2299	2707	2135	2139
Herpud2	766	817	788	821	740	757
Rdh13	148	168	202	189	184	188
Adam21	0	1	0	0	0	0
Nutf2	677	802	943	807	848	887
Fut1	13	14	5	72	13	24
Arpc5	2228	2027	2517	2070	2365	2393
Rnf151	0	1	0	4	0	2
Elavl2	0	0	1	0	0	0
Pou2f2	85	71	64	159	69	72
Mgst1	398	329	421	637	408	386
Nfib	2184	3242	3013	2747	2763	3017
Htr3b	0	0	0	0	0	0
Rab25	289	210	234	214	220	237
Ubqln4	1149	1688	1850	1547	1685	1757
Rbfox1	1	0	1	0	1	0
Rps18	4742	3540	4464	5594	5019	5148
Rpl10	9609	7759	9809	11812	9931	10101
Rps15a	3584	3088	3729	3942	4065	4067
Ncaph2	3397	3158	3835	2798	3618	3523
Hipk1	1675	2251	2117	2838	2142	2302
Gprc5b	64	77	90	267	96	94
Man1a2	1153	1606	1635	1567	1497	1567
Ceacam5	0	0	0	0	0	0
Tppp2	0	0	0	0	0	0
Acyp1	137	111	110	140	126	139
Cldn13	0	0	0	0	0	0
Cd163	2	2	0	7	0	0
Hdac5	1863	1874	2155	1808	1877	1992
Rala	957	909	1155	1225	998	1066
Clec3a	0	0	0	0	0	0
Vdac3	2474	2800	3282	2780	3096	3146
Slc1a7	1	0	1	4	0	0
Vps72	973	948	1143	1213	1049	1099
Gabpa	839	1167	1203	1528	1078	1187
Bmp7	820	778	844	555	767	837
Dynll1	1655	1744	1976	1462	2018	2057
Pdcl	496	553	744	616	661	675
Tmem184b	1447	1705	1849	2050	1773	1784
Gm5965	0	0	0	0	0	0
Rsph14	0	0	0	0	0	0
Nf2	2471	2845	3054	2989	2818	2838
Cabp7	0	0	1	0	1	2
Zmat5	101	76	112	149	117	106
Ewsr1	3357	3572	4139	3025	3781	3788
Ap1b1	810	927	1024	1372	952	928
Derl3	0	2	1	3	2	1
Gstt4	0	0	0	0	0	1
Tbx1	63	62	62	59	52	51
Gnat2	14	9	12	18	11	16
Bcl2l13	701	857	952	1015	893	940
2610028H24Rik	0	0	1	1	0	0
Spatc1l	0	0	0	0	0	0
Dqx1	34	33	32	58	42	35
Ccl8	0	0	0	0	0	1
Lnpk	470	543	586	577	556	579
Prr29	0	0	0	0	0	0
Mymk	0	0	0	0	0	0
Fam163b	0	0	0	0	0	0
Trpm5	1	2	3	3	0	2
Ascl2	0	0	0	0	1	0
Rarres2	0	0	0	1	1	1
Pttg1ip	4389	3809	4538	4658	4512	4562
Trpm2	0	0	1	0	0	0
Ube2g2	665	614	858	856	818	797
Mpo	2	0	0	0	0	0
Lpo	0	0	0	0	0	0
Met	2805	3705	3663	3139	3317	3618
Slc16a12	0	0	0	0	0	0
Syn2	1	1	0	1	0	0
Elk1	298	303	337	416	289	296
Nav1	935	1415	1168	1420	1110	1247
Tnpo1	2817	3983	3836	4065	3825	3996
Myod1	0	0	0	0	0	0
Otog	0	0	0	0	0	0
Rnmt	499	575	701	617	613	707
Kcnq1	21	13	6	28	8	10
Srp14	775	704	827	825	752	778
6330409D20Rik	1	0	1	0	0	0
Cdk9	856	848	1074	1205	949	1007
Tor2a	189	150	184	391	232	230
Fpgs	400	420	541	545	475	519
Mrtfb	406	615	548	641	541	572
Cbx5	2829	4027	4052	3219	3855	4114
Odam	0	0	0	0	0	0
Apobec3	612	659	691	643	667	638
St6galnac1	0	0	0	0	0	0
Taf7l	1	0	1	2	0	0
Sardh	8	6	9	14	10	12
Vav2	227	288	295	426	304	306
Tex15	0	0	0	0	0	0
Ppp2cb	1791	1740	2049	2646	2057	2490
G0s2	1	0	0	0	0	0
Dmap1	254	255	299	309	333	306
Pla2g12b	0	0	0	0	0	0
Mcu	525	567	616	633	607	644
Oit3	45	38	27	26	43	44
Tex11	0	0	0	0	0	0
Bcr	1427	1817	1903	2311	1713	1827
Fxyd5	552	482	560	672	503	509
Kcnd1	0	2	1	0	0	2
Tfcp2	147	165	170	270	169	171
Pou6f2	0	0	0	0	0	0
Pou6f1	308	444	415	436	405	415
Ubp1	381	468	516	714	392	431
Nuak2	552	528	583	693	590	628
Cilk1	224	272	294	560	261	269
Sdhb	1245	1092	1385	1405	1426	1404
Cox4i2	0	1	0	1	0	1
Snap47	1486	1419	1616	1635	1561	1620
Wnt3a	0	0	0	0	0	0
Kdsr	763	747	816	729	715	806
Vps4b	1083	1198	1312	1694	1205	1345
Rps25	4558	3981	4556	4930	5076	4997
Nxf2	0	0	0	0	0	0
Taz	168	151	174	290	144	182
Kif19a	0	1	0	1	0	0
Aldh3a2	1317	1320	1481	1814	1317	1403
Zmynd10	3	2	3	2	5	3
Tmem115	372	414	460	542	466	455
Hyal2	367	432	528	476	549	538
Ifrd2	385	537	617	751	612	611
Hyal1	114	95	123	120	97	79
Tusc2	113	127	156	186	125	142
Nprl2	289	272	276	275	253	234
Slc38a3	6	8	5	5	5	7
Cacna2d2	0	0	2	1	1	0
Rassf1	368	336	454	437	365	380
Epn3	292	342	409	436	310	333
Rnf112	0	0	0	0	0	0
Slc3a2	2144	1996	2538	4818	2613	2492
Nxf1	698	929	869	984	820	872
Stx5a	767	642	847	810	707	786
Slc47a1	0	1	1	0	0	0
Pifo	0	0	0	0	0	0
Tnfrsf13b	0	0	0	0	0	0
Spire2	345	325	391	451	349	356
Prox1	0	0	0	0	0	0
Raver1	0	0	0	0	0	0
2610507B11Rik	3109	4468	4585	5592	4277	4460
AI597479	491	615	646	708	590	639
Tmem86a	651	355	444	816	479	458
Optc	3	1	1	1	0	1
Tex14	0	0	1	2	0	0
Ifi35	360	269	363	368	327	330
Rdm1	474	341	484	244	414	416
Nedd8	750	759	940	1023	945	986
Gosr1	602	694	723	1016	706	655
Mrpl52	382	313	426	636	465	452
Spaca7	0	0	0	0	0	0
Kansl3	1029	1181	1189	1765	1093	1106
Eya4	1	1	0	2	0	1
Ebf3	0	1	0	1	0	0
Uckl1os	3	1	1	4	0	2
Myt1	0	0	1	0	0	0
Faf1	1368	1241	1453	1821	1387	1456
Gm266	0	0	0	0	0	0
Tsacc	4	2	2	2	5	4
Mettl16	435	616	754	689	663	734
Dazl	0	0	0	0	0	0
Apol7a	64	69	58	56	56	55
Pigyl	146	92	159	171	150	165
Rbm25	1601	2102	2280	1986	1840	1987
Psen2	85	84	109	227	108	99
Acaa1b	18	16	30	24	16	28
Plcd1	221	205	184	242	216	207
Fads1	1498	1697	1854	1280	1759	1806
Lmbr1	220	218	245	295	226	285
Tnfrsf22	303	343	353	896	288	330
Cars	1419	1406	1523	2569	1550	1525
Phlda2	134	119	118	225	111	125
Asz1	0	0	0	0	0	0
Wnt2	0	0	0	0	0	0
Gabra1	0	0	0	0	0	0
Grid2ip	0	0	2	1	0	0
Kdelr3	664	647	687	505	638	646
Cfap97d1	0	0	0	2	0	0
Apip	124	131	129	204	153	150
Pdhx	320	367	389	302	379	361
Vac14	391	555	631	527	513	602
Mcoln2	1	1	0	0	0	0
Slc5a1	7	2	1	1	7	1
Akt1s1	586	601	810	864	717	744
Tbrg1	4742	4103	5081	3802	4518	4563
Panx3	0	0	1	1	2	0
Adssl1	452	279	385	769	340	349
Cfap161	0	0	0	0	0	0
Brf1	477	470	542	628	548	554
Vipr2	0	0	0	0	0	0
Odc1	5458	5240	6583	9485	6053	6054
Thg1l	163	231	299	241	254	236
Adam19	233	324	340	452	309	317
Pabpc4	3947	4660	5593	5962	5182	5214
Exoc3l2	0	0	1	0	2	0
Zfp296	73	68	73	94	79	76
Plin5	4	2	0	1	0	1
Sugp1	826	755	899	1047	815	758
Dmrtc2	0	0	0	0	0	0
Gm5893	1	0	0	0	0	0
Dhdh	0	0	0	0	0	0
Zfp790	132	133	142	169	140	123
Cpb1	1	1	2	3	3	1
Slc25a41	0	0	0	0	0	0
Fsd1	1	0	0	0	1	0
Pinlyp	0	0	0	0	0	0
Fuz	72	55	71	93	75	80
Sptbn4	2	1	3	3	3	3
Pgam1	3285	3085	4398	2760	4418	4312
Evi5	743	960	976	1037	919	920
Evi5l	246	259	270	329	270	306
Snapc2	468	494	645	594	532	563
Git1	1942	2415	2407	3776	2303	2426
Gltp	778	905	992	886	915	867
Bnip2	1004	1226	1418	1411	1346	1358
Ccnt1	629	815	871	912	810	764
Scarf2	671	663	753	643	676	698
4930579F01Rik	0	0	0	0	0	0
Brms1l	207	285	268	216	279	282
Med15	1050	1359	1381	1340	1188	1399
Dhdds	555	551	686	574	594	618
Crybg2	32	28	31	77	36	41
Ubxn11	5	3	4	4	3	1
Mogat1	0	0	0	1	0	0
Tex22	0	1	0	0	1	0
Wnt8a	0	0	0	0	0	0
Tjap1	1050	1246	1509	1297	1366	1339
Ehf	166	185	170	1458	147	157
Nanog	0	0	0	0	1	0
Rpl15	6872	5587	7274	7682	7018	7058
Tmem167	439	443	581	573	517	529
Steap4	196	133	123	241	107	87
Mplkip	308	268	323	272	327	324
Kif11	2804	3314	3529	2274	3380	3381
Rpa3	488	356	467	291	449	532
Mlkl	743	893	967	1061	957	955
Phox2b	0	0	0	0	0	0
Tnpo3	1410	1795	2011	1800	1840	1913
Ttll5	311	414	434	525	395	396
Zfp715	149	127	126	139	124	123
Retn	0	0	0	1	0	3
Acp4	0	0	0	0	0	0
Cdh23	49	45	41	80	39	44
Rps5	7492	6196	7823	8326	7947	8050
Podnl1	331	374	456	548	406	398
Adgrl1	645	880	827	961	764	912
Amotl1	4859	5198	5272	12111	5276	5472
2200002J24Rik	0	0	0	0	0	0
Etv5	443	337	399	1050	374	414
Tmem190	6	9	9	11	2	9
Gfod2	255	228	277	282	267	265
Enkd1	271	273	332	286	316	313
4933405L10Rik	3	4	0	3	4	0
Atp6v0d1	649	626	757	1056	692	757
Ptprs	5737	6310	6414	7644	6123	6534
Slc41a1	596	687	775	864	686	743
Fer1l4	1	0	2	0	1	1
4931406B18Rik	0	0	0	0	0	0
Iglon5	1	0	0	3	0	0
Igf2bp1	522	762	919	581	756	785
B4galnt2	0	0	0	1	1	0
Zfp651	236	273	328	380	241	320
Nelfb	1053	1055	1351	1253	1259	1311
Card14	4	10	11	54	12	6
Tmem175	185	221	246	188	217	214
Bcas1	122	79	104	26	78	65
Tango2	154	140	160	119	147	135
4833413E03Rik	0	0	1	0	0	0
Aldh1a2	0	0	0	0	0	0
Ndufs2	2849	2671	3306	3410	3190	3068
Snx31	0	0	0	0	0	0
Atraid	376	326	397	513	387	391
Cad	2274	3611	3702	3166	3831	4048
