	R7	R8	R9	R1	R2	R3
Coro1c	3730	3482	3504	2962	2962	3011
Tax1bp1	2329	2233	2346	2023	1831	1915
Psg17	19	17	12	93	23	23
Psg19	0	5	2	6	0	0
Ctse	0	1	1	1	0	0
Ndrg2	111	98	88	130	119	119
Mettl17	168	143	148	166	104	114
Arhgef40	1730	1761	1775	1919	1317	1457
Pnpla6	602	629	572	630	548	614
Mcoln1	638	624	623	651	429	444
Arhgef18	1552	1393	1353	1057	1167	1182
Pkn2	3329	3176	3204	2701	2464	2600
Cd33	1	8	1	22	14	13
Etfb	31	35	37	59	64	57
Nkg7	0	0	0	0	0	0
Stxbp2	2480	2279	2266	2454	1860	1854
Pcp2	0	0	0	0	0	0
Sgce	0	1	0	0	1	1
Chn2	39	27	31	41	19	23
Wwox	221	227	201	307	173	190
Slbp	1515	1567	1503	770	1674	1610
Tyr	0	0	0	0	0	0
Ghrhr	0	0	0	0	0	0
Aqp1	472	512	395	352	412	435
Arid3b	42	41	47	49	25	28
Cnn2	5896	5380	5143	3691	4108	4302
Polr2e	2400	2335	2280	1995	1821	1778
Abca13	0	0	0	0	0	0
Myo9b	2792	2808	2702	2607	2056	2230
Hdac9	0	1	0	1	0	1
Ly9	93	87	95	82	91	100
Cd244a	0	0	0	0	0	0
Adgre1	2	1	0	2	1	1
Mtfp1	24	21	22	33	16	31
Rab23	473	448	421	352	366	326
Rab11a	1575	1570	1548	1293	1284	1371
Eif2b2	909	826	914	761	662	659
Dlst	3523	3412	3478	2691	2556	2770
Pgf	108	112	110	248	108	88
Ulk2	928	867	895	834	795	852
Ccl24	0	0	0	0	0	0
Dgkq	203	215	178	195	116	124
Tmed11	0	0	0	0	0	0
Grap	90	119	110	152	96	114
Pou1f1	0	0	0	0	0	0
Chmp2b	1773	1726	1783	1811	1429	1474
Plod3	1380	1260	1379	1685	1302	1342
Ap1s1	1425	1364	1332	1153	1361	1561
Mapk13	1271	1235	1214	1529	1074	1181
Srpk1	2296	2292	2324	1990	1719	1847
Pax3	2	3	1	0	0	0
Lbr	2261	2245	2255	2199	2323	2476
Crabp2	66	53	53	21	86	85
Nes	2626	2754	2733	1728	2906	2813
Bcan	0	0	0	0	0	0
Hapln2	0	0	0	1	0	0
Prcc	1694	1623	1634	1150	1249	1235
Rrnad1	190	198	166	180	111	139
Hdgf	8993	8682	8872	8068	8155	8219
Slc25a18	2	4	3	4	3	4
Thop1	1356	1260	1297	992	1182	1232
Apba3	609	635	628	690	516	551
Matk	3	2	4	2	4	1
Pias4	977	913	915	823	720	657
Map2k1	2331	2160	2148	1774	2010	2049
Sgta	2021	1970	2010	1628	1601	1523
Nmrk2	0	0	0	0	0	0
Tmem242	692	677	611	672	678	706
Dtx2	563	564	606	364	330	336
Zp3	0	0	0	0	0	0
Hspb1	300	268	286	139	227	227
Rasa4	1092	1009	984	1357	738	771
Syt5	1	0	0	0	0	0
Hnrnpa2b1	9475	10041	9664	6721	11313	11854
Fxyd4	1	5	3	2	0	2
Ccdc130	180	191	203	176	121	122
Mri1	571	458	509	574	404	434
Prkacb	2331	2194	2179	2280	1816	1842
Sgsh	225	243	245	397	206	206
Chd5	48	55	46	73	30	20
Cstb	1582	1554	1501	1625	1352	1317
Sh2b2	225	250	224	264	157	176
Pex5	1039	1010	1054	900	731	803
Jkamp	488	455	472	571	405	423
Cd44	4720	4721	4625	7068	4204	4083
Slc1a2	1	0	1	4	0	0
Eif2ak4	596	691	630	621	590	650
Wdr1	6500	6167	6029	4946	5189	5066
Slc2a9	139	135	138	346	146	118
Ccn4	386	386	301	329	597	569
Ndrg1	7740	7476	7457	8174	7667	7206
4930550C14Rik	1	0	1	1	3	1
Man2b1	1252	1329	1234	1643	1214	1276
Klf5	2817	2705	2868	2430	1616	1605
Wdr83	387	363	344	335	260	272
Prdx2	5355	5368	5193	4605	5328	5210
Polr2a	4369	4585	4368	4250	3693	3945
Shbg	0	0	0	0	0	0
Senp3	1816	1849	1792	1434	1351	1337
Corin	1	2	0	1	2	1
Plekha8	393	378	338	323	276	296
G6pc2	0	0	0	0	0	0
Spc25	487	453	417	360	499	537
Dnah2	2	3	0	10	1	3
Ripk4	1724	1551	1558	1130	1244	1209
Ufd1	568	532	581	623	449	496
Zfp287	0	0	0	0	0	0
Prlr	0	0	0	1	0	0
Letm1	1024	1012	1025	838	765	778
Ubqln1	4388	4093	4254	3025	3467	3610
Fgfr4	0	0	1	0	0	0
Cadm3	0	0	0	0	0	0
Fcer1a	0	0	0	0	0	0
Txn2	928	866	885	947	814	776
Casp14	0	0	0	0	0	0
Slc1a6	0	0	0	0	0	0
Slc1a3	0	0	0	0	0	0
Crbn	614	591	616	505	423	451
Il5ra	0	0	0	0	0	0
Msh6	3411	3437	3386	2383	2748	2813
Fbxo11	1601	1589	1633	1836	1281	1367
Mlxipl	5	12	6	11	1	6
Tbl2	915	946	910	891	749	781
Bud23	497	516	547	466	416	448
Nid1	51	64	63	165	82	84
Mcm5	4089	4220	4243	2671	3880	3984
Hmox1	444	480	443	480	299	306
Mprip	6939	6622	6599	6610	6341	6693
Cic	2885	2945	2805	2636	2368	2547
Pafah1b3	807	807	825	836	828	918
Il27ra	58	60	41	64	68	84
Prkaca	2617	2360	2451	2383	2368	2405
Asf1b	981	979	994	747	960	975
Myl10	0	0	0	0	0	1
Ddx39a	1975	1986	2042	1276	2006	2132
Dnajb1	973	935	867	679	740	811
Msh4	0	0	0	0	1	0
Usp40	581	567	521	497	441	550
Evx1	0	1	0	0	0	0
Kbtbd4	151	143	157	108	135	115
Celf1	2840	2806	2841	2445	2243	2519
Ndufs3	789	781	760	680	842	878
Por	3207	3037	2949	4122	2877	2973
Igf1r	2157	2133	1970	1846	1547	1645
Insr	2133	2200	2012	2180	1639	1746
Fcer2a	3	0	1	1	2	2
Cyp2a5	0	0	0	0	0	0
Atp4a	0	0	1	0	0	0
Trim28	6453	6363	6504	4692	5267	5475
Ube2m	1393	1289	1357	1387	1228	1254
Adcy9	78	83	87	60	59	53
Mef2c	86	72	83	47	100	81
Ctr9	1366	1363	1430	1140	1113	1139
Eif4g2	9717	9678	9907	9098	8990	9543
Irag1	1	3	1	10	6	3
Pcyt1a	764	648	653	629	503	554
Zfp592	672	631	675	524	424	447
Psmd4	2952	2791	2780	2116	2161	2215
Tmod4	3	5	4	12	2	7
Insrr	0	0	0	0	0	0
Cabp5	0	0	0	1	0	0
Snx6	3120	2876	2949	2062	2134	2066
Mthfd2	1611	1526	1613	2095	941	898
Kit	0	0	1	0	0	0
Tomm40l	174	164	179	129	139	159
Nr1i3	0	0	0	0	0	0
Apoa2	0	0	1	0	0	0
Pan2	616	670	677	670	597	681
Cs	7298	7044	7268	6169	6339	6522
Ampd3	1542	1567	1671	1257	1169	1150
Bcas2	1386	1333	1335	1044	1173	1262
Sh2d1a	0	0	0	0	0	0
Ctcf	1797	1913	1935	1691	1630	1641
Pard6a	152	137	129	182	127	115
Agrp	5	7	4	1	5	6
Pvalb	0	0	1	0	0	0
Tfap4	407	444	428	380	315	321
Ranbp1	814	767	823	828	980	989
Cd247	1	0	0	0	0	0
Rfx5	453	419	408	353	275	283
Psmb4	2904	2785	2635	2322	2777	2746
Mmp8	0	2	0	0	0	0
Slc30a4	2247	2295	2212	3747	2002	2039
Sqor	336	312	297	281	241	272
Bloc1s6	1050	955	1002	981	787	801
Metap1	2032	1986	1947	1559	1421	1464
Gpr108	983	967	842	1195	660	667
Tnfsf14	0	0	0	0	0	0
Gata6	2	0	0	0	0	1
Rsl1d1	2912	2819	2800	2724	2369	2374
Cnga2	0	0	0	0	0	0
Apc	1199	1226	1181	1322	977	1075
Reep5	2013	1860	1871	1974	1676	1741
Ergic3	1252	1299	1220	1469	1161	1128
Uqcc1	501	488	501	366	383	423
Spo11	8	18	6	8	16	16
Ncoa2	1105	1116	1100	1072	840	856
Prl4a1	0	0	0	0	0	0
Trh	0	0	0	0	0	0
Nr2c2	471	503	514	520	414	421
Nr2c1	768	808	808	752	559	591
Smpd4	696	666	637	419	458	485
Pex1	313	318	287	229	224	203
Otx1	275	273	259	168	169	207
Kctd20	1680	1681	1690	1287	1263	1320
Itgae	3	10	8	8	6	6
Ctns	280	306	320	552	164	190
P2rx5	4	9	7	9	9	5
Shpk	53	38	39	175	28	26
Trpv1	0	0	0	0	0	0
Ephb3	467	416	388	405	308	294
Tuft1	754	683	736	367	385	460
Rcn1	2186	1939	2004	1753	2008	2064
Dnase1	15	11	14	15	15	15
Trap1	1922	1815	1842	2433	2095	2075
Naa60	426	472	421	397	282	307
1700037C18Rik	11	16	9	36	12	12
Ankrd13d	273	241	233	157	156	156
Tyrp1	0	0	0	0	0	0
Tpr	4509	4747	4481	4278	4049	4201
Pdc	0	0	0	0	0	0
Odr4	517	472	483	596	428	395
Prg4	1	0	0	1	2	1
Dhx34	458	402	447	407	375	382
Kptn	109	118	108	117	123	132
Napa	1310	1247	1216	1175	981	924
Sra1	724	654	662	554	605	591
Calcoco2	1	0	0	0	0	1
Atp5g1	808	815	749	733	711	776
Snf8	475	488	541	428	475	448
Tbcb	524	544	517	333	376	415
Inpp5k	688	667	614	575	447	483
Crkl	1307	1286	1314	1290	890	981
Upk3bl	188	145	113	65	70	81
Eps8l1	7	3	2	16	5	1
Clint1	2800	2664	2627	2289	2141	2223
Prss16	148	124	133	133	105	117
Cdkal1	221	203	228	180	154	167
Rhox6	0	0	0	0	0	0
Cdcp3	0	0	0	1	0	0
Htra1	8536	7659	7895	5376	6428	6144
Zbtb17	693	620	600	530	433	399
Clcnkb	0	1	0	1	0	2
Fam131c	153	147	126	109	89	84
Fblim1	2047	1967	2064	1837	1583	1581
Hspb7	17	18	15	15	4	7
Epor	19	7	20	31	10	15
Ccdc159	30	33	28	69	44	39
Mob1b	1262	1301	1346	1161	993	974
Atp6v1b1	0	2	0	6	1	0
Vax1	0	0	0	0	0	0
Atp6v1b2	2118	2029	2020	2314	1532	1559
Eps15l1	1418	1384	1394	1173	1092	1097
Tep1	936	986	899	1294	874	866
Ttc5	548	574	556	801	527	554
Osgep	688	645	628	608	647	637
Aamp	1483	1479	1504	1367	1283	1306
Tmbim1	1311	1406	1305	1445	1130	1195
Arpc2	4240	4007	3886	5107	3686	3573
Kmt2b	978	1086	959	913	756	849
Zbtb32	10	7	9	14	9	18
Etv2	0	0	0	0	0	0
Upk1a	13	14	12	11	9	6
Tmem147	525	491	495	385	358	336
Rps9	10291	10089	9938	10592	10164	10160
Tfpt	162	188	167	124	116	112
Susd2	1	6	5	0	14	11
Ggt5	0	0	0	0	0	0
Ggt1	0	0	0	1	1	0
Crip2	416	436	387	262	189	195
Crip1	792	783	684	566	864	935
Cbfa2t3	6	2	1	5	4	6
Fbln1	23	17	8	25	17	21
Pgrmc1	1690	1596	1600	1217	1221	1319
Tek	1	1	1	0	1	0
Mpl	0	0	0	0	0	0
Elovl1	623	565	561	615	445	473
Med8	467	431	453	389	317	325
Hyi	240	223	204	263	181	222
Cdc20	3312	3524	3473	1982	3210	3255
Adamts4	311	300	295	324	232	292
Nectin4	62	50	52	19	43	54
Pfdn2	738	736	657	563	657	677
Rnf114	1962	1787	1739	1614	1175	1248
C330007P06Rik	607	593	589	668	477	502
Neurl1a	212	249	223	148	164	149
Srm	771	681	731	740	746	810
Epha2	4450	4261	4408	6333	3564	3565
Rbm14	1075	962	1064	429	947	926
Actn3	3	0	3	0	3	1
A530013C23Rik	3	0	7	6	5	2
Zdhhc24	180	156	174	106	126	150
Bbs1	82	86	99	73	70	71
Slc34a3	0	0	0	0	0	0
Ndor1	67	56	65	76	48	53
Nsmf	614	621	552	586	432	421
Prl7a1	0	0	2	2	4	3
Prl8a9	0	0	0	0	0	0
Pdk1	579	660	610	948	1002	943
Ptbp1	6432	6357	6482	5102	5891	6082
Mvd	304	282	283	288	391	417
Cyba	1620	1462	1547	1323	1351	1378
Itih3	0	0	0	0	0	0
Stimate	536	520	494	502	354	407
Sfmbt1	301	292	297	231	192	209
Itih1	0	0	0	0	0	1
Ihh	0	0	0	1	1	0
Prkag3	2	0	1	1	3	4
Cryba2	0	0	0	0	0	0
Atp7b	7	12	9	34	14	15
Defb2	0	0	0	0	0	0
Slc4a1	1	5	2	0	0	0
Rundc3a	44	42	46	25	28	31
Slc4a3	37	31	29	37	30	25
Cdt1	3216	3313	3376	3198	2769	2811
Runx1t1	0	0	0	0	0	0
Snai3	24	16	22	37	18	25
Aprt	2317	2358	2297	2314	2316	2407
Gtf2h1	973	1015	1055	900	709	724
Hfe	108	91	127	127	121	127
Abhd1	11	18	17	14	11	9
Slc5a6	190	175	187	135	137	136
Tcf23	0	0	0	0	0	0
Nphs1	0	0	0	0	0	0
Aplp1	52	41	54	11	32	40
Qrich1	2180	2175	2261	1664	1655	1649
P4htm	2	7	2	4	5	4
Usp19	3296	3290	3246	2495	2314	2420
Pola1	1196	1194	1178	1051	1237	1188
Cdc42	4727	4702	4668	4201	4463	4547
Pknox1	550	560	569	531	462	502
D130043K22Rik	1	1	1	0	0	0
Gmnn	672	684	630	474	717	719
Acot13	541	518	524	473	437	455
Zfp184	87	88	103	85	59	55
Cyp27b1	10	12	13	32	10	8
Cdk4	4346	4217	4179	4760	4426	4552
B4galnt1	1018	975	1020	1018	766	742
Mettl1	315	274	316	568	210	235
Tspan31	1108	1111	1054	954	910	924
Kif5b	3589	3434	3323	3355	3083	3175
Saal1	461	478	478	340	485	464
Tph2	6	1	4	17	3	6
Krt23	0	0	0	4	0	0
Cnp	703	732	736	797	684	712
Odad4	26	25	19	23	11	10
Sulf2	117	90	121	383	100	101
Sod2	1132	1089	1085	1035	941	971
Tmco6	298	295	273	235	301	293
Stambp	348	368	392	312	321	317
Ezh1	1154	1149	1117	840	637	702
Hap1	717	643	658	569	544	544
P3h4	88	84	59	58	53	70
Ctnnb1	9796	9842	9562	11492	8902	9079
Eif1b	415	430	383	408	412	411
Klk4	0	0	0	0	0	0
Chrd	11	14	9	9	8	10
Psmd2	6159	6204	6357	5122	5772	5913
Syngr3	198	197	169	127	95	105
Vars	13076	12889	12656	12754	11997	12586
Vwa7	85	99	95	88	81	96
Hspa1l	3	8	1	7	2	6
Slc44a4	6	5	4	9	5	2
Msh5	42	53	49	99	69	57
Abhd16a	376	387	357	498	339	362
Neu1	514	420	419	657	300	313
Ddah2	2233	2174	1957	1755	1992	1939
Clic1	6529	6789	6603	6947	6277	6382
Lsm2	647	653	597	550	753	719
Pole	1908	2039	1992	1494	1809	1750
Atp1a2	11	7	3	2	1	4
Atp1a4	0	0	0	0	0	0
Casq1	2	2	1	1	1	1
Stx1a	201	181	161	192	132	141
Ceacam9	0	0	0	0	0	0
Zfp775	161	152	123	131	132	120
Scube2	0	0	0	0	1	0
Mrpl49	746	681	727	432	589	577
Dennd2c	205	201	219	143	118	137
Mark3	2091	1916	2017	1681	1329	1398
Gatad1	1847	1734	1714	1994	1666	1758
Pcdha11	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0
M6pr	1501	1428	1453	1447	1109	1201
Lrrc8a	96	80	90	122	78	54
Mc5r	2	1	3	1	0	0
Ppp2r1a	5887	5593	5832	5021	5293	5422
Fance	623	638	596	607	465	525
Tinf2	639	616	634	665	481	544
Tssk4	2	1	0	5	3	0
Hapln4	7	9	8	12	5	7
Dus3l	725	656	725	702	661	657
Gtpbp3	887	853	780	1044	619	715
Tgfbr1	1090	1101	1028	1517	815	886
Homer1	675	617	663	667	600	659
Rad51c	285	301	294	348	286	275
Gabrb2	0	0	0	0	0	0
Cav1	1220	1042	1055	539	1216	1159
Arpp19	1127	1146	1147	1115	1016	1077
Bcl2l1	1454	1294	1269	2458	1412	1456
Khsrp	5295	5205	5414	4725	4976	5214
Dio2	7	10	10	118	5	4
Ccdc124	798	790	810	632	806	785
Cct4	9324	9134	9030	8594	7680	7814
0610009B22Rik	225	245	221	186	214	214
Cpt1c	69	89	73	61	73	63
Twist2	6	7	6	11	0	2
Zfp655	691	719	769	568	368	444
Rhoa	6373	6062	5999	6098	5598	5482
Zmiz1	3297	3421	3136	3418	2246	2396
Ankrd26	388	420	404	333	366	392
Aldh16a1	241	288	264	219	295	272
Hnrnpa0	3968	4123	3917	4226	4094	4450
Prrg2	253	244	245	238	142	169
Hnrnph1	3554	4065	4012	4234	4333	4613
Ift43	489	411	409	351	444	439
Id3	859	953	975	701	762	701
Tcap	4	3	2	8	4	2
Arid1a	2096	2248	2196	2066	1753	1921
Crlf1	166	143	160	210	153	143
Ctsd	2440	2261	2322	2786	1842	1818
Rplp1	8559	8509	8010	8541	8770	9132
Cabs1	0	0	0	0	0	0
Hmgcll1	0	2	0	3	1	0
Ttc9b	0	0	0	0	0	0
Phox2a	0	1	1	0	0	0
Abhd8	1900	1806	1736	1286	1459	1536
Ift22	214	183	212	170	177	186
Fzd3	240	276	261	179	162	190
1700008O03Rik	0	0	0	1	0	0
Mid1ip1	615	570	601	636	598	586
Ap2s1	934	892	918	719	833	851
Fgfrl1	997	946	910	606	644	719
Brme1	73	90	73	51	46	59
Fhl2	1408	1248	1186	1164	868	940
Emc10	1273	1289	1251	1376	1373	1349
Clstn3	1	1	3	3	3	0
Fbxw9	247	250	243	208	180	162
Spib	5	3	4	2	7	5
Fnbp4	1534	1541	1536	985	1044	1171
Cers4	0	0	0	0	0	1
Scrn3	87	86	107	122	81	100
Phax	716	757	773	758	597	544
Tle1	706	636	633	576	428	473
1700109H08Rik	13	29	12	23	10	15
Relt	123	115	113	73	87	86
Snrpb2	738	715	803	694	764	727
Ubc	1060	1067	1082	771	738	728
Prpf31	624	616	663	483	608	593
Sertad1	184	183	215	170	182	207
Carhsp1	3592	3302	3280	3108	2282	2325
Elk3	2081	2073	2030	2707	2135	2139
Herpud2	976	965	880	821	740	757
Rdh13	248	293	289	189	184	188
Adam21	0	0	0	0	0	0
Nutf2	1045	1037	1000	807	848	887
Fut1	34	42	37	72	13	24
Arpc5	2795	2719	2674	2070	2365	2393
Rnf151	1	2	0	4	0	2
Elavl2	0	0	0	0	0	0
Pou2f2	41	49	49	159	69	72
Mgst1	454	415	415	637	408	386
Nfib	3471	3578	3416	2747	2763	3017
Htr3b	0	0	0	0	0	0
Rab25	339	299	330	214	220	237
Ubqln4	2373	2350	2419	1547	1685	1757
Rbfox1	0	0	0	0	1	0
Rps18	4909	4836	4632	5594	5019	5148
Rpl10	10747	10772	10414	11812	9931	10101
Rps15a	4012	3999	3857	3942	4065	4067
Ncaph2	3540	3514	3329	2798	3618	3523
Hipk1	2796	2836	2742	2838	2142	2302
Gprc5b	69	87	89	267	96	94
Man1a2	1509	1568	1496	1567	1497	1567
Ceacam5	0	0	0	0	0	0
Tppp2	0	0	0	0	0	0
Acyp1	129	143	133	140	126	139
Cldn13	0	0	0	0	0	0
Cd163	0	0	0	7	0	0
Hdac5	2399	2336	2324	1808	1877	1992
Rala	1176	1098	1099	1225	998	1066
Clec3a	0	0	0	0	0	0
Vdac3	3633	3540	3564	2780	3096	3146
Slc1a7	0	0	1	4	0	0
Vps72	1449	1451	1388	1213	1049	1099
Gabpa	1171	1151	1142	1528	1078	1187
Bmp7	960	1039	960	555	767	837
Dynll1	1908	1823	1791	1462	2018	2057
Pdcl	706	657	646	616	661	675
Tmem184b	2371	2208	2165	2050	1773	1784
Gm5965	0	0	0	0	0	0
Rsph14	0	0	0	0	0	0
Nf2	3192	3054	2881	2989	2818	2838
Cabp7	0	0	0	0	1	2
Zmat5	144	133	128	149	117	106
Ewsr1	4226	4296	4230	3025	3781	3788
Ap1b1	1135	1055	1134	1372	952	928
Derl3	2	0	1	3	2	1
Gstt4	0	0	0	0	0	1
Tbx1	69	67	56	59	52	51
Gnat2	14	18	30	18	11	16
Bcl2l13	1279	1220	1175	1015	893	940
2610028H24Rik	0	2	2	1	0	0
Spatc1l	0	0	0	0	0	0
Dqx1	39	37	34	58	42	35
Ccl8	0	0	0	0	0	1
Lnpk	616	576	630	577	556	579
Prr29	0	0	0	0	0	0
Mymk	0	0	0	0	0	0
Fam163b	0	0	0	0	0	0
Trpm5	1	5	3	3	0	2
Ascl2	0	0	0	0	1	0
Rarres2	0	0	0	1	1	1
Pttg1ip	5191	4716	4709	4658	4512	4562
Trpm2	0	0	0	0	0	0
Ube2g2	1057	1001	1052	856	818	797
Mpo	2	0	0	0	0	0
Lpo	0	0	0	0	0	0
Met	3504	3392	3303	3139	3317	3618
Slc16a12	0	0	0	0	0	0
Syn2	0	0	0	1	0	0
Elk1	355	395	335	416	289	296
Nav1	1429	1525	1326	1420	1110	1247
Tnpo1	4777	4953	4768	4065	3825	3996
Myod1	0	0	0	0	0	0
Otog	0	0	0	0	0	0
Rnmt	831	876	871	617	613	707
Kcnq1	11	6	7	28	8	10
Srp14	922	861	836	825	752	778
6330409D20Rik	0	0	0	0	0	0
Cdk9	1218	1128	1175	1205	949	1007
Tor2a	232	256	247	391	232	230
Fpgs	589	558	560	545	475	519
Mrtfb	729	784	701	641	541	572
Cbx5	3949	4185	4012	3219	3855	4114
Odam	0	0	0	0	0	0
Apobec3	913	898	877	643	667	638
St6galnac1	0	0	0	0	0	0
Taf7l	0	0	0	2	0	0
Sardh	10	1	7	14	10	12
Vav2	450	409	423	426	304	306
Tex15	0	0	0	0	0	0
Ppp2cb	2606	2516	2485	2646	2057	2490
G0s2	0	0	0	0	0	0
Dmap1	383	364	376	309	333	306
Pla2g12b	0	0	0	0	0	0
Mcu	816	806	817	633	607	644
Oit3	17	22	17	26	43	44
Tex11	0	0	0	0	0	0
Bcr	2106	2043	2038	2311	1713	1827
Fxyd5	480	457	502	672	503	509
Kcnd1	2	1	0	0	0	2
Tfcp2	211	232	238	270	169	171
Pou6f2	0	1	1	0	0	0
Pou6f1	422	451	432	436	405	415
Ubp1	643	689	719	714	392	431
Nuak2	623	539	475	693	590	628
Cilk1	393	357	369	560	261	269
Sdhb	1438	1424	1334	1405	1426	1404
Cox4i2	0	0	0	1	0	1
Snap47	1957	1749	1730	1635	1561	1620
Wnt3a	0	0	0	0	0	0
Kdsr	954	958	973	729	715	806
Vps4b	1698	1782	1724	1694	1205	1345
Rps25	4932	4779	4639	4930	5076	4997
Nxf2	0	0	0	0	0	0
Taz	189	249	195	290	144	182
Kif19a	0	0	0	1	0	0
Aldh3a2	1790	1681	1562	1814	1317	1403
Zmynd10	4	0	2	2	5	3
Tmem115	614	642	619	542	466	455
Hyal2	560	629	619	476	549	538
Ifrd2	773	680	786	751	612	611
Hyal1	125	105	99	120	97	79
Tusc2	193	181	194	186	125	142
Nprl2	351	295	283	275	253	234
Slc38a3	7	5	6	5	5	7
Cacna2d2	0	1	0	1	1	0
Rassf1	529	498	547	437	365	380
Epn3	402	436	440	436	310	333
Rnf112	0	0	0	0	0	0
Slc3a2	3730	3721	3849	4818	2613	2492
Nxf1	1029	1104	999	984	820	872
Stx5a	956	964	998	810	707	786
Slc47a1	1	0	1	0	0	0
Pifo	0	0	0	0	0	0
Tnfrsf13b	0	0	0	0	0	0
Spire2	492	431	445	451	349	356
Prox1	2	0	0	0	0	0
Raver1	0	0	0	0	0	0
2610507B11Rik	4674	4594	4535	5592	4277	4460
AI597479	760	783	827	708	590	639
Tmem86a	507	459	462	816	479	458
Optc	3	0	0	1	0	1
Tex14	0	1	0	2	0	0
Ifi35	637	535	553	368	327	330
Rdm1	432	386	363	244	414	416
Nedd8	921	992	979	1023	945	986
Gosr1	841	776	894	1016	706	655
Mrpl52	406	412	404	636	465	452
Spaca7	0	0	0	0	0	0
Kansl3	1903	1743	1858	1765	1093	1106
Eya4	1	1	0	2	0	1
Ebf3	0	1	0	1	0	0
Uckl1os	1	2	1	4	0	2
Myt1	0	1	0	0	0	0
Faf1	1941	1770	1781	1821	1387	1456
Gm266	0	0	0	0	0	0
Tsacc	6	2	2	2	5	4
Mettl16	931	911	950	689	663	734
Dazl	0	0	0	0	0	0
Apol7a	110	121	91	56	56	55
Pigyl	218	147	183	171	150	165
Rbm25	2026	2195	2121	1986	1840	1987
Psen2	132	122	122	227	108	99
Acaa1b	18	25	27	24	16	28
Plcd1	273	233	219	242	216	207
Fads1	1534	1463	1449	1280	1759	1806
Lmbr1	334	317	322	295	226	285
Tnfrsf22	353	349	344	896	288	330
Cars	2719	2625	2839	2569	1550	1525
Phlda2	116	146	127	225	111	125
Asz1	0	0	0	0	0	0
Wnt2	0	0	0	0	0	0
Gabra1	0	0	0	0	0	0
Grid2ip	0	0	0	1	0	0
Kdelr3	833	791	797	505	638	646
Cfap97d1	0	0	0	2	0	0
Apip	160	167	174	204	153	150
Pdhx	408	438	439	302	379	361
Vac14	866	807	854	527	513	602
Mcoln2	1	1	1	0	0	0
Slc5a1	3	6	5	1	7	1
Akt1s1	856	874	921	864	717	744
Tbrg1	6517	5929	5821	3802	4518	4563
Panx3	0	1	1	1	2	0
Adssl1	410	417	329	769	340	349
Cfap161	0	0	0	0	0	0
Brf1	617	653	618	628	548	554
Vipr2	0	0	0	0	0	0
Odc1	3923	3781	3831	9485	6053	6054
Thg1l	190	244	238	241	254	236
Adam19	335	377	374	452	309	317
Pabpc4	5515	5340	5557	5962	5182	5214
Exoc3l2	1	3	2	0	2	0
Zfp296	137	107	126	94	79	76
Plin5	2	0	1	1	0	1
Sugp1	1100	1121	1225	1047	815	758
Dmrtc2	0	0	0	0	0	0
Gm5893	0	0	0	0	0	0
Dhdh	1	1	0	0	0	0
Zfp790	182	194	222	169	140	123
Cpb1	0	2	0	3	3	1
Slc25a41	2	0	0	0	0	0
Fsd1	1	0	0	0	1	0
Pinlyp	0	0	0	0	0	0
Fuz	76	74	57	93	75	80
Sptbn4	4	7	5	3	3	3
Pgam1	3365	3602	3400	2760	4418	4312
Evi5	1162	1149	1167	1037	919	920
Evi5l	404	378	357	329	270	306
Snapc2	753	741	803	594	532	563
Git1	3372	3245	3299	3776	2303	2426
Gltp	1045	980	971	886	915	867
Bnip2	1529	1502	1516	1411	1346	1358
Ccnt1	1159	1156	1120	912	810	764
Scarf2	957	889	949	643	676	698
4930579F01Rik	0	0	0	0	0	0
Brms1l	295	270	305	216	279	282
Med15	1786	1824	1828	1340	1188	1399
Dhdds	746	746	719	574	594	618
Crybg2	57	51	38	77	36	41
Ubxn11	9	8	8	4	3	1
Mogat1	0	0	0	1	0	0
Tex22	0	0	0	0	1	0
Wnt8a	0	0	0	0	0	0
Tjap1	2183	2045	2096	1297	1366	1339
Ehf	250	245	245	1458	147	157
Nanog	0	0	0	0	1	0
Rpl15	8140	7870	7642	7682	7018	7058
Tmem167	537	566	501	573	517	529
Steap4	68	68	57	241	107	87
Mplkip	362	366	332	272	327	324
Kif11	3253	3323	3260	2274	3380	3381
Rpa3	448	429	406	291	449	532
Mlkl	1035	1043	1009	1061	957	955
Phox2b	0	0	0	0	0	0
Tnpo3	2233	2236	2259	1800	1840	1913
Ttll5	395	422	380	525	395	396
Zfp715	206	192	162	139	124	123
Retn	0	0	0	1	0	3
Acp4	0	0	0	0	0	0
Cdh23	35	43	35	80	39	44
Rps5	8597	8356	8216	8326	7947	8050
Podnl1	323	335	304	548	406	398
Adgrl1	1171	1200	1117	961	764	912
Amotl1	5845	5755	5378	12111	5276	5472
2200002J24Rik	0	0	0	0	0	0
Etv5	233	274	261	1050	374	414
Tmem190	5	6	9	11	2	9
Gfod2	414	385	396	282	267	265
Enkd1	486	459	499	286	316	313
4933405L10Rik	3	2	0	3	4	0
Atp6v0d1	951	954	989	1056	692	757
Ptprs	7568	7051	7084	7644	6123	6534
Slc41a1	950	866	879	864	686	743
Fer1l4	0	0	0	0	1	1
4931406B18Rik	0	0	0	0	0	0
Iglon5	0	1	0	3	0	0
Igf2bp1	713	673	639	581	756	785
B4galnt2	0	0	0	1	1	0
Zfp651	379	418	379	380	241	320
